maker,model_name,displacement_cc,front_sprocket,rear_sprocket,chain_links,chain_pitch,rear_tire_size
カワサキ,GPz400F,399,16,42,106,520,110/90-18
カワサキ,GPz400F2,399,16,42,106,520,110/90-18
カワサキ,GPZ400R,398,15,39,102,520,130/90-16
カワサキ,GPZ400R LIMITED,398,15,39,102,520,130/90-16
カワサキ,GPZ400S,398,16,42,104,520,120/90-16
カワサキ,KH400,400,14,41,104,530,3.50-18
カワサキ,KLE400,398,16,44,108,520,130/80-17
カワサキ,KLX300R,292,14,50,110,520,100/100-18
カワサキ,Ninja 400R Special Edition,399,15,46,114,520,160/60ZR17
カワサキ,Ninja 400R ABS,399,15,46,114,520,160/60ZR17
カワサキ,Ninja 400R,399,15,46,114,520,160/60ZR17
カワサキ,Ninja ZX-4R,399,14,48,114,520,160/60ZR17
カワサキ,Versys-X 300,296,14,46,112,520,130/80-17
カワサキ,VULCAN 400,399,18,62,146,428,140/90-16
カワサキ,VULCAN 400 CLASSIC,399,18,62,146,428,140/90-16
カワサキ,VULCAN 400 DRIFTER,399,18,62,144,428,140/90-16
カワサキ,VULCAN 400-Ⅱ,399,18,62,146,428,140/90-16
カワサキ,W400 ファイナルカラー,399,15,42,106,525,130/80-18
カワサキ,W400 クロームバージョン,399,15,42,106,525,130/80-18
カワサキ,W400,399,15,42,106,525,130/80-18
カワサキ,W400 追加カラー 台数限定車,399,15,42,106,525,130/80-18
カワサキ,XANTHUS,398,15,46,108,520,160/60R17
カワサキ,Z400FX,399,16,40,104,530,3.75-18
カワサキ,Z400GP,399,16,40,104,530,110/90-18
カワサキ,ZEPHYR,399,16,41,108,520,140/70-18
カワサキ,ZEPHYR X Final Edition,399,16,42,108,520,150/70ZR17
カワサキ,ZEPHYR X,399,16,42,108,520,150/70ZR17
カワサキ,ZRX,399,15,42,106,525,150/60R18
カワサキ,ZRX ARK限定車,399,15,42,106,525,150/60R18
カワサキ,ZRX-Ⅱ,399,15,42,106,525,150/60R18
カワサキ,ZX-4,398,15,44,106,520,140/60R18
カワサキ,ZXR400,398,15,45,110,520,160/60R17
カワサキ,ZXR400R,398,16,45,110,520,160/60R17
カワサキ,ZZR400,399,17,46,112,530,160/60ZR17
カワサキ,KX450,449,13,50,114,520,120/80-19
カワサキ,KX450 50th Anniversary Edition,449,13,50,114,520,120/80-19
カワサキ,KX450X,449,13,50,114,520,120/90-18
カワサキ,Ninja 500,451,14,43,108,520,150/60R17
カワサキ,Ninja 650,649,15,46,114,520,160/60ZR17
カワサキ,Ninja 650 KRT Edition,649,15,46,114,520,160/60ZR17
カワサキ,Ninja 650 ABS KRT Edition,649,15,46,114,520,160/60ZR17
カワサキ,Ninja 650 ABS,649,15,46,114,520,160/60ZR17
カワサキ,Ninja 7 Hybrid,451,14,43,122,520,160/60ZR17
カワサキ,Ninja ZX-6R,636,15,43,112,520,180/55ZR17
カワサキ,Ninja ZX-6R KRT Edition,636,15,43,112,520,180/55ZR17
カワサキ,Ninja ZX-6R 40th Anniversary Edition,636,15,43,112,520,180/55ZR17
カワサキ,Ninja ZX-6R ABS,636,15,43,112,520,180/55ZR17
カワサキ,Ninja ZX-6R ABS KRT Edition,636,16,43,112,520,180/55ZR17
カワサキ,Ninja ZX-6R Special Edition,636,16,43,112,520,180/55ZR17
カワサキ,Ninja ZX-6R ABS Special Edition,636,16,43,112,520,180/55ZR17
カワサキ,Versys 650,649,15,46,114,520,160/60ZR17
カワサキ,Versys 650 ABS,649,15,46,114,520,160/60ZR17
カワサキ,VULCAN S,649,15,46,120,520,160/60R17
カワサキ,VULCAN S ABS Special Edition,649,15,46,120,520,160/60R17
カワサキ,VULCAN S ABS,649,15,46,120,520,160/60R17
カワサキ,Z500,451,14,43,108,520,150/60R17
カワサキ,Z650,649,15,46,114,520,160/60ZR17
カワサキ,Z650 ABS,649,15,46,114,520,160/60ZR17
カワサキ,Z650RS,649,15,46,114,520,160/60ZR17
カワサキ,Z650RS 50th Anniversary,649,15,46,114,520,160/60ZR17
カワサキ,Z7 Hybrid,451,14,43,122,520,160/60ZR17
カワサキ,500SS MACHⅢ,498,14,42,104,530,4.00-18
カワサキ,750SS,748,16,47,120,530,4.00-18
カワサキ,ER-5,498,17,42,106,520,130/70-17
カワサキ,ER-6f ABS,649,15,46,114,520,160/60ZR17
カワサキ,ER-6f,649,15,46,114,520,160/60ZR17
カワサキ,ER-6n ABS,649,15,46,114,520,160/60ZR17
カワサキ,ER-6n,649,15,46,114,520,160/60ZR17
カワサキ,GPX750R,748,16,47,112,530,140/70-18
カワサキ,GPZ600R,592,15,39,102,530,130/90-16
カワサキ,KLE500,498,16,44,108,520,130/80-17
カワサキ,KLR650,,15,43,106,520,130/80-17
カワサキ,KLX450R,449,13,52,114,520,120/90-18
カワサキ,KX450F,449,13,50,114,520,120/80-19
カワサキ,Ninja 650R,649,15,46,114,520,160/60ZR17
カワサキ,Ninja ZX-6RR,599,15,43,110,520,180/55ZR17
カワサキ,Ninja ZX-7R,,16,43,110,525,190/50ZR17
カワサキ,Ninja ZX-7RR,,16,42,108,525,190/50ZR17
カワサキ,W650 ファイナルカラー ローハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,W650 ファイナルカラー アップハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,W650 Chrome Version ローハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,W650 Chrome Version アップハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,W650 ローハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,W650 アップハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,W650 追加カラー ローハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,W650 追加カラー アップハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,W650 ローシートパッケージ ローハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,W650 ローシートパッケージ アップハンドル仕様,675,15,37,104,525,130/80-18
カワサキ,Z2・750RS,746,15,42,100,630,4.00-18
カワサキ,Z750 ABS,748,15,43,112,520,180/55ZR17
カワサキ,Z750,748,15,43,112,520,180/55ZR17
カワサキ,Z750Four,746,15,42,100,630,4.00-18
カワサキ,Z750FX,746,15,42,84,630,4.00-18
カワサキ,Z750GP,738,13,33,88,630,120/90-18
カワサキ,Z750R ABS,748,15,43,112,520,180/55ZR17
カワサキ,Z750R,748,15,43,112,520,180/55ZR17
カワサキ,Z750S,748,15,43,112,520,180/55ZR17
カワサキ,ZEPHYR 750,738,16,36,106,525,150/70-17
カワサキ,ZEPHYR 750RS,738,16,37,106,525,150/70-17
カワサキ,ZR-7,738,16,36,106,525,160/60ZR17
カワサキ,ZR-7S,738,16,36,106,525,160/60ZR17
カワサキ,ZXR750,749,16,44,110,530,180/55ZR17
カワサキ,ZXR750R,749,16,41,108,530,180/55ZR17
カワサキ,MEGURO K3,773,15,37,104,520,130/80-18
カワサキ,Ninja H2 SX SE,998,18,44,120,525,190/55ZR17
カワサキ,Ninja H2 SX SE+,998,18,44,120,525,190/55ZR17
カワサキ,Ninja ZX-10R KRT Edition,998,17,41,116,525,190/55ZR17
カワサキ,Ninja ZX-10R,998,17,41,116,525,190/55ZR17
カワサキ,Ninja ZX-10R 40th Anniversary Edition,998,17,41,116,525,190/55ZR17
カワサキ,Ninja ZX-10R ABS KRT Edition,998,17,39,114,525,190/55ZR17
カワサキ,Ninja ZX-10R ABS,998,17,39,114,525,190/55ZR17
カワサキ,Ninja ZX-10R ABS KRT Winter Test,998,17,39,114,525,190/55ZR17
カワサキ,Ninja ZX-10R Special Edition,998,17,39,112,525,190/55ZR17
カワサキ,Ninja ZX-10R ABS Special Edition,998,17,39,112,525,190/55ZR17
カワサキ,Ninja ZX-10RR,998,17,41,116,525,190/55ZR17
カワサキ,W800,773,15,37,104,520,130/80-18
カワサキ,W800 STREET,773,15,37,104,520,130/80-18
カワサキ,W800 CAFE,773,15,37,104,520,130/80-18
カワサキ,W800 Final Edition,773,15,37,104,520,130/80-18
カワサキ,W800 Special Edition,773,15,37,104,520,130/80-18
カワサキ,W800 Limited Edition,773,15,37,104,520,130/80-18
カワサキ,W800 Black Edition,773,15,37,104,520,130/80-18
カワサキ,W800 Chrome Edition,773,15,37,104,520,130/80-18
カワサキ,Z H2,998,18,46,118,525,190/55ZR17
カワサキ,Z H2 SE,998,18,46,118,525,190/55ZR17
カワサキ,Z900,948,15,44,114,525,180/55ZR17
カワサキ,Z900 50th Anniversary,948,15,44,114,525,180/55ZR17
カワサキ,Z900 ABS Special Edition,948,15,44,114,525,180/55ZR17
カワサキ,Z900 ABS,948,15,44,114,525,180/55ZR17
カワサキ,Z900 SE,948,15,44,114,525,180/55ZR17
カワサキ,Z900RS Black Ball Edition,948,15,43,114,525,180/55ZR17
カワサキ,Z900RS,948,15,42,114,525,180/55ZR17
カワサキ,Z900RS Yellow Ball Edition,948,15,42,114,525,180/55ZR17
カワサキ,Z900RS 50th Anniversary,948,15,42,114,525,180/55ZR17
カワサキ,Z900RS CAFE,948,15,43,114,525,180/55ZR17
カワサキ,Z900RS SE,948,15,43,114,525,180/55ZR17
カワサキ,GPZ1000RX,998,15,40,94,632,150/80R16
カワサキ,GPZ900R Ninja,908,17,48,112,530,150/70ZR18
カワサキ,Ninja 1000SX 40th Anniversary Edition,1043,15,41,112,525,190/50ZR17
カワサキ,Ninja 1000SX,1043,15,41,112,525,190/50ZR17
カワサキ,Ninja 1000,1043,15,41,112,525,190/50ZR17
カワサキ,Ninja 1000 ABS,1043,15,41,112,525,190/50ZR17
カワサキ,Z1000SX ABS,1043,15,41,112,525,190/50ZR17
カワサキ,Ninja H2 SX,998,18,44,120,525,190/55ZR17
カワサキ,Ninja H2 Carbon,998,18,44,118,525,200/55ZR17
カワサキ,Ninja H2,998,18,44,118,525,200/55ZR17
カワサキ,ZX-10,998,17,45,110,532,160/60R18
カワサキ,Ninja ZX-10R SE,998,17,39,114,525,190/55ZR17
カワサキ,Ninja ZX-9R,899,16,41,110,525,190/50ZR17
カワサキ,Versys 1000 SE,1043,15,43,116,525,180/55ZR17
カワサキ,Versys 1000,1043,15,43,116,525,180/55ZR17
カワサキ,VULCAN 800,805,16,46,114,530,140/90-16
カワサキ,VULCAN 800 CLASSIC,,17,42,112,530,140/90-16
カワサキ,VULCAN 800 DRIFTER,,17,40,112,530,140/90-16
カワサキ,Z1000,1043,15,41,112,525,190/50ZR17
カワサキ,Z1000 R Edition,1043,15,43,112,525,190/50ZR17
カワサキ,Z1000 ABS R Edition,1043,15,43,112,525,190/50ZR17
カワサキ,Z1000 ABS,1043,15,41,112,525,190/50ZR17
カワサキ,Z1000 Special Edition,1043,15,43,112,525,190/50ZR17
カワサキ,Z1000 ABS Special Edition,1043,15,43,112,525,190/50ZR17
カワサキ,Z1・900 SUPER4,903,15,35,92,630,4.00-18
カワサキ,Z800（ZR800C),806,15,45,114,520,180/55ZR17
カワサキ,Z800（ZR800A),806,15,45,114,520,180/55ZR17
カワサキ,Z800 ABS（ZR800D）,806,15,45,114,520,180/55ZR17
カワサキ,Z800 ABS（ZR800B）,806,15,45,114,520,180/55ZR17
カワサキ,Ninja 1100SX,,15,42,112,525,190/50ZR17
カワサキ,Ninja 1100SX SE,,15,42,112,525,190/50ZR17
カワサキ,Versys 1100 SE,,15,42,116,525,180/55ZR17
カワサキ,Z1100,,15,42,112,525,190/50ZR17
カワサキ,Z1100 SE,,15,42,112,525,190/50ZR17
カワサキ,GPZ1100,1052,17,43,112,530,170/60ZR17
カワサキ,GPZ1100 ABS,1052,17,43,112,530,170/60ZR17
カワサキ,Ninja ZX-11,1052,17,45,110,530,180/55ZR17
カワサキ,Ninja ZX-12R,1199,18,46,116,530,200/50ZR17
カワサキ,Ninja ZX-14,1352,17,41,116,530,190/50ZR17
カワサキ,Ninja ZX-14R High Grade,1441,17,42,118,530,190/50ZR17
カワサキ,Ninja ZX-14R,1441,17,42,118,530,190/50ZR17
カワサキ,Ninja ZX-14R ABS High Grade,1441,17,42,118,530,190/50ZR17
カワサキ,Ninja ZX-14R ABS,1441,17,42,118,530,190/50ZR17
カワサキ,Ninja ZX-14R Special Edition,1441,17,42,118,530,190/50ZR17
カワサキ,Ninja ZX-14R ABS Special Edition,1441,17,42,118,530,190/50ZR17
カワサキ,Ninja ZX-14R ABS OHLINS Edition,1441,17,42,118,530,190/50ZR17
カワサキ,ZEPHYR 1100,1062,16,45,114,530,160/70-17
カワサキ,ZEPHYR 1100 RS,1062,16,45,114,530,160/70-17
カワサキ,ZRX1100,1052,17,45,110,530,170/60ZR17
カワサキ,ZRX1100-Ⅱ,1052,17,45,110,530,170/60ZR17
カワサキ,ZRX1200,1164,17,42,110,530,180/55ZR17
カワサキ,ZRX1200 DAEG Final Edition,1164,18,44,112,525,180/55ZR17
カワサキ,ZRX1200 DAEG カワサキ正規取扱店特別仕様車,1164,18,44,112,525,180/55ZR17
カワサキ,ZRX1200 DAEG,1164,18,44,112,525,180/55ZR17
カワサキ,ZRX1200 DAEG BLACK LIMITED,1164,18,44,112,525,180/55ZR17
カワサキ,ZRX1200 DAEG Z生誕40周年記念特別仕様車,1164,18,44,112,525,180/55ZR17
カワサキ,ZRX1200R,1164,17,42,110,530,180/55ZR17
カワサキ,ZRX1200R カワサキ正規取扱店限定車,1164,17,42,110,530,180/55ZR17
カワサキ,ZRX1200R ARK限定車,1164,17,42,110,530,180/55ZR17
カワサキ,ZRX1200S,1164,17,42,110,530,180/55ZR17
カワサキ,ZZR1100,1052,17,45,110,530,180/55ZR17
カワサキ,ZZR1200,1164,17,44,112,530,180/55ZR17
カワサキ,ZZR1400 High Grade,1441,17,42,118,530,190/50ZR17
カワサキ,ZZR1400,1441,17,42,118,530,190/50ZR17
カワサキ,ZZR1400 ABS High Grade,1441,17,42,118,530,190/50ZR17
カワサキ,ZZR1400 ABS,1441,17,42,118,530,190/50ZR17
カワサキ,ZZR1400 ABS OHLINS Edition,1441,17,42,118,530,190/50ZR17
カワサキ,ZZR1400 ABS Special Edition,1441,17,42,118,530,190/50ZR17
ホンダ,CBR250RR,249,14,41,112,520,140/70R17
ホンダ,CBR250RR ABS,249,14,41,112,520,140/70R17
ホンダ,CL250 E-Clutch,249,14,37,110,520,150/70R17
ホンダ,CL250,249,14,37,110,520,150/70R17
ホンダ,CRF150R,,15,50,120,420,90/100-14
ホンダ,CRF150RⅡ,,15,56,126,420,90/100-16
ホンダ,CRF250L s,249,14,40,106,520,120/80-18
ホンダ,CRF250L,249,14,40,106,520,120/80-18
ホンダ,CRF250L Type LD,249,14,40,106,520,120/80-18
ホンダ,CRF250R,,13,49,116,520,100/90-19
ホンダ,CRF250R Black Edition,,13,49,116,520,100/90-19
ホンダ,CRF250RALLY s,249,14,40,106,520,120/80-18
ホンダ,CRF250RALLY,249,14,40,106,520,120/80-18
ホンダ,CRF250RALLY Type LD,249,14,40,106,520,120/80-18
ホンダ,CRF250RALLY Type LD ABS,249,14,40,106,520,120/80-18
ホンダ,CRF250RALLY ABS,249,14,40,106,520,120/80-18
ホンダ,REBEL 250 E-Clutch,249,14,36,110,520,150/80-16
ホンダ,REBEL 250,249,14,36,110,520,150/80-16
ホンダ,REBEL 250 ABS,249,14,36,110,520,150/80-16
ホンダ,REBEL 250 S Edition E-Clutch,249,14,36,110,520,150/80-16
ホンダ,REBEL 250 S Edition,249,14,36,110,520,150/80-16
ホンダ,AX-1,249,13,41,102,520,120/90-16
ホンダ,CB200X,,14,45,132,428,140/70-17
ホンダ,CB223S,223,13,42,110,520,130/80-18
ホンダ,CB250F ABS,249,14,36,108,520,140/70-17
ホンダ,CB250F,249,14,36,108,520,140/70-17
ホンダ,CB250F Special Edition,249,14,36,108,520,140/70-17
ホンダ,CB250R,249,14,36,108,520,150/60R17
ホンダ,CB250R ABS,249,14,36,108,520,150/60R17
ホンダ,CB250RS,248,14,44,98,520,4.10-18
ホンダ,CB250RS-Z,248,14,44,98,520,4.10-18
ホンダ,CBR250FOUR,249,14,43,108,520,130/70-17
ホンダ,CBR250R ABS,249,14,36,108,520,140/70-17
ホンダ,CBR250R,249,14,36,108,520,140/70-17
ホンダ,CBR250R ABS Special Edition,249,14,36,108,520,140/70-17
ホンダ,CD250U ダブルシート,233,14,32,98,520,3.25-17
ホンダ,CD250U シングルシート,233,14,32,98,520,3.25-17
ホンダ,CG150 TITAN,,16,43,118,428,90/90-18
ホンダ,CGX150,149,14,48,122,428,110/80-17
ホンダ,CM250T,249,15,40,104,520,4.60-16
ホンダ,CRF190L,,16,50,132,428,110/90-17
ホンダ,CRF250M,249,14,39,106,520,130/70-17
ホンダ,CRF250X,,14,53,116,520,100/100-18
ホンダ,CRM250AR,249,14,42,110,520,4.60-18
ホンダ,CRM250R,246,14,42,110,520,4.60-18
ホンダ,FTR トリコロールタイプ,223,13,42,110,520,120/90-18
ホンダ,FTR デラックスタイプ,223,13,42,110,520,120/90-18
ホンダ,FTR スタンダードタイプ,223,13,42,110,520,120/90-18
ホンダ,FTR トリコロールカラー,223,13,42,110,520,120/90-18
ホンダ,FTR スタンダードカラー,223,13,42,110,520,120/90-18
ホンダ,FTR ソリッドカラー,223,13,42,110,520,120/90-18
ホンダ,FTR モノトーンカラー,223,13,42,110,520,120/90-18
ホンダ,FTR223D,223,13,42,110,520,120/90-18
ホンダ,FTR,223,13,42,110,520,120/90-18
ホンダ,FTR250 セルフスターター仕様,249,13,42,106,520,120/90-18
ホンダ,FTR250 キック仕様,249,13,42,106,520,120/90-18
ホンダ,GB250 CLUBMAN,249,14,38,102,520,110/90-18
ホンダ,HORNET,249,14,45,110,520,180/55ZR17
ホンダ,HONET DELUXE,249,14,45,110,520,180/55ZR17
ホンダ,HORNET2.0,,14,45,132,428,140/70-17
ホンダ,JADE,249,14,42,112,520,140/70-17
ホンダ,JADE/S,249,14,42,112,520,140/70-17
ホンダ,MVX250F,249,15,40,104,520,110/80-18
ホンダ,NS250F,249,15,42,108,520,110/90-17
ホンダ,NS250R 85チャンピオン・カラー仕様,249,15,42,108,520,110/90-17
ホンダ,NS250R,249,15,42,108,520,110/90-17
ホンダ,NSR250R SP,249,15,44,110,520,150/60ZR17
ホンダ,NSR250R SE,249,15,44,110,520,150/60ZR17
ホンダ,NSR250R,249,15,44,110,520,150/60R17
ホンダ,NX200,,14,45,132,428,140/70-17
ホンダ,REBEL,233,14,33,108,520,130/90-15
ホンダ,REBEL プルバック・ハンドル,233,14,33,108,520,130/90-15
ホンダ,REBEL フラットバー・ハンドル,233,14,33,108,520,130/90-15
ホンダ,REBEL SPECIAL,233,14,33,108,520,130/90-15
ホンダ,Silk Road,248,14,51,106,520,3.50-18
ホンダ,SL230,223,13,39,100,520,120/80-18
ホンダ,TLM200R,193,13,37,94,520,4.00-18
ホンダ,TLM220R,216,13,31,102,520,4.00-18
ホンダ,TLR200,194,13,44,96,520,4.00-18
ホンダ,TLR250R,244,14,43,98,520,4.00-18
ホンダ,V-TWIN MAGNA,249,14,38,110,520,150/80-15
ホンダ,V-TWIN MAGNA S Special Edition,249,14,38,110,520,150/80-15
ホンダ,V-TWIN MAGNA S,249,14,38,110,520,150/80-15
ホンダ,VT250 SPADA,249,17,54,132,428,140/70-17
ホンダ,VT250F,249,14,45,104,520,120/80-17
ホンダ,VT250F INTEGRA,248,14,45,104,520,110/90-17
ホンダ,VT250Z,248,14,45,104,520,110/90-17
ホンダ,VTR Type LD,249,14,41,104,520,140/60R17
ホンダ,VTR Special Edition,249,14,41,104,520,140/60R17
ホンダ,VTR,249,14,41,104,520,140/60R17
ホンダ,VTR B-STYLE,249,14,41,104,520,140/70-17
ホンダ,VTR STYLE 2,249,14,41,104,520,140/70-17
ホンダ,VTR STYLE 1,249,14,41,104,520,140/70-17
ホンダ,VTR-F,249,14,41,104,520,140/60R17
ホンダ,VTZ250,249,14,41,104,520,120/80-17
ホンダ,XELVIS,249,14,43,108,520,130/80-17
ホンダ,DEGREE,249,13,44,102,520,4.60-18
ホンダ,XL DEGREE,249,13,44,102,520,4.60-18
ホンダ,XL230,223,13,40,96,520,110/90-18
ホンダ,XL250S,248,14,47,102,520,4.60-18
ホンダ,XLR200R,196,13,42,106,520,4.10-18
ホンダ,XLR250 BAJA,249,16,50,130,428,4.60-18
ホンダ,XLR250R SPECIAL,249,16,50,130,428,4.60-18
ホンダ,XLR250R,249,16,50,130,428,4.60-18
ホンダ,XR230,223,13,39,100,520,120/80-18
ホンダ,XR230MOTARD,223,13,38,100,520,130/70-17
ホンダ,XR250,249,13,40,104,520,4.60-18
ホンダ,XR250 BAJA,249,13,40,104,520,4.60-18
ホンダ,XR250MOTARD,249,13,39,104,520,130/70-17
ホンダ,XR250R,249,13,48,112,520,100/100-18
ホンダ,CBR400R,399,15,45,114,520,160/60ZR17
ホンダ,CBR400R ABS,399,15,45,114,520,160/60ZR17
ホンダ,GB350,348,14,35,104,520,130/70-18
ホンダ,GB350C,348,14,35,104,520,130/70-18
ホンダ,GB350S,348,14,35,104,520,150/70R17
ホンダ,NX400,399,15,45,114,520,160/60R17
ホンダ,400X,399,15,45,114,520,160/60R17
ホンダ,400X ABS,399,15,45,114,520,160/60ZR17
ホンダ,BROS PRODUCT TWO Semi-Upハンドル,398,16,44,112,525,150/60R18
ホンダ,BROS PRODUCT TWO Low-Positionハンドル,398,16,44,112,525,150/60R18
ホンダ,BROS PRODUCT TWO,398,16,44,112,525,150/70-17
ホンダ,CB-1,399,15,39,104,525,140/70-17
ホンダ,CB-1 TypeⅡ,399,15,39,104,525,140/70-17
ホンダ,CB400 SUPER BOL D'OR,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER BOL D'OR ABS E Package,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER BOL D'OR ABS,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER BOL D'OR ABS Special Edition,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER BOL D'OR Special Edition,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER BOL D'OR 限定カラー,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR HYPER VTEC Revo,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR HYPER VTEC Revo ABS,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR HYPER VTEC Revo Special Edition,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR HYPER VTEC Revo ABS E Package,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR HYPER VTEC Revo ABS Special Edition,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR HYPER VTEC Revo 限定カラー,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR HYPER VTEC Ⅲ,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR HYPER VTEC Ⅱ,399,15,45,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR HYPER VTEC,399,15,44,108,525,160/60ZR17
ホンダ,CB400 SUPER FOUR VERSION S 50th Anniversary Special,399,15,45,112,525,140/70-17
ホンダ,CB400 SUPER FOUR VERSION S,399,15,45,112,525,140/70-17
ホンダ,CB400 SUPER FOUR,399,15,42,110,525,140/70-17
ホンダ,CB400 SUPER FOUR VERSION R,399,15,45,112,525,140/70-17
ホンダ,CB400F ABS,399,15,45,114,520,160/60R17
ホンダ,CB400F,399,15,45,114,520,160/60R17
ホンダ,CB400FOUR,399,15,42,110,525,140/70-17
ホンダ,CB400FOUR Type 2,398,17,38,96,530,3.50-18
ホンダ,CB400FOUR Type 1,398,17,38,96,530,3.50-18
ホンダ,CB400SS Special Edition,397,15,35,104,520,110/90-18
ホンダ,CB400SS,397,15,35,104,520,110/90-18
ホンダ,CB400SS UrbanCafe,397,15,35,104,520,110/90-18
ホンダ,CBR400F,399,15,47,106,525,110/90-18
ホンダ,CBR400F ENDURANCE,399,15,47,106,525,110/90-18
ホンダ,CBR400F FORMULA 3,399,15,47,106,525,110/90-18
ホンダ,CBR400RR,399,15,39,102,525,150/60R17
ホンダ,CBX400F,399,15,45,104,520,4.10-18
ホンダ,CBX400F INTEGRA,399,15,45,104,520,4.10-18
ホンダ,CL400,397,14,36,104,520,110/90-18
ホンダ,CM400T,395,16,36,104,520,4.60-16
ホンダ,FT400,398,15,46,102,530,4.25-18
ホンダ,GB400 TOURIST TROPHY,399,14,39,108,525,110/90-18
ホンダ,GB400 T.T. Special Edition,399,14,39,108,525,110/90-18
ホンダ,GB400 TOURIST TROPHY Mk2,399,14,39,108,525,110/90-18
ホンダ,HAWK CB400T ホンダマチック付,395,17,36,100,530,4.10-18
ホンダ,HAWKⅡ CB400T,395,16,37,100,530,4.10-18
ホンダ,HAWKⅢ CB400N,395,17,36,100,530,4.10-18
ホンダ,NS400R,387,16,40,108,530,110/90-17
ホンダ,REBEL 300,286,14,36,110,520,150/80-16
ホンダ,RVF,399,15,38,102,525,150/60R17
ホンダ,Shadow 400 Special Edition,398,16,43,124,520,170/80-15
ホンダ,Shadow 400,398,16,43,124,520,170/80-15
ホンダ,Shadow 400 Special,398,16,43,124,525,170/80-15
ホンダ,Shadow Slasher Deluxe,398,17,44,124,520,160/80-15
ホンダ,Shadow Slasher,398,17,44,124,520,160/80-15
ホンダ,Shadow Slasher プルバックハンドル仕様,398,16,44,124,520,160/80-15
ホンダ,STEED 400,398,16,44,120,525,170/80-15
ホンダ,STEED 400 VLX,398,16,44,120,525,170/80-15
ホンダ,STEED 400 VLS,398,16,44,120,525,170/80-15
ホンダ,STEED 400 VSE,398,16,45,120,525,170/80-15
ホンダ,STEED 400 VCL,398,16,45,120,525,170/80-15
ホンダ,STEED 400 フラットバータイプ,398,16,45,120,525,170/80-15
ホンダ,TRANSALP 400V,398,15,43,116,525,130/80-17
ホンダ,VF400F,399,15,45,108,525,110/90-18
ホンダ,VF400F INTEGRA,399,15,45,108,525,110/90-18
ホンダ,VFR400R Endurance Special Color,399,15,40,104,525,150/60R18
ホンダ,VFR400R,399,15,40,104,525,150/60R18
ホンダ,VFR400R Rothmans Honda Team Color,399,15,45,106,525,130/70-18
ホンダ,VFR400R Special Edition,399,15,45,106,525,130/70-18
ホンダ,VFR400Z,399,15,45,106,525,130/70-18
ホンダ,VRX Roadster,398,16,44,114,525,140/80-17
ホンダ,VT400S,398,16,42,114,520,150/80B16
ホンダ,XR400MOTARD,397,15,37,106,520,140/70R17
ホンダ,CB650R E-Clutch,648,15,42,118,525,180/55ZR17
ホンダ,CB650R,649,15,42,118,525,180/55ZR17
ホンダ,CB750 HORNET E-Clutch,754,16,45,114,520,160/60ZR17
ホンダ,CB750 HORNET,754,16,45,114,520,160/60ZR17
ホンダ,CBR600RR,599,16,41,112,525,180/55ZR17
ホンダ,CBR600RR Special Edition,599,16,40,112,530,180/55ZR17
ホンダ,CBR600RR ABS Special Edition,599,16,40,112,530,180/55ZR17
ホンダ,CBR600RR ABS,599,16,40,112,530,180/55ZR17
ホンダ,CBR650R E-Clutch,648,15,42,118,525,180/55ZR17
ホンダ,CBR650R,648,15,42,118,525,180/55ZR17
ホンダ,CL500,471,15,41,112,520,150/70R17
ホンダ,CRF450R,,13,49,114,520,120/80-19
ホンダ,CRF450RX,,13,50,114,520,120/90-18
ホンダ,NC750X Dual Clutch Transmission,745,17,39,112,520,160/60ZR17
ホンダ,NC750X,745,17,43,114,520,160/60ZR17
ホンダ,NC750X Dual Clutch Transmission ABS E Package,745,17,39,112,520,160/60ZR17
ホンダ,NC750X ABS E Package,745,17,43,114,520,160/60ZR17
ホンダ,NC750X Type LD Dual Clutch Transmission ABS E Package,745,17,39,112,520,160/60ZR17
ホンダ,NC750X Type LD Dual Clutch Transmission ABS,745,17,39,112,520,160/60ZR17
ホンダ,NC750X Type LD ABS,745,17,43,114,520,160/60ZR17
